Date,Kanji Price,Hedging Portfolio,Error * 100
22/03/2013,0.985624322742008,0.985624322742008,0
25/03/2013,0.984535312342599,0.985678331033879,0.114301869128008
26/03/2013,0.985402355248197,0.986543110791722,0.114075554352566
27/03/2013,0.983854373841621,0.986008382128011,0.215400828639023
28/03/2013,0.983744009797702,0.98616502538931,0.242101559160801
02/04/2013,0.985934887351055,0.989216683502638,0.328179615158319
03/04/2013,0.982602289060003,0.98595192583892,0.334963677891653
05/04/2013,0.97727858309041,0.980409970436428,0.313138734601748
08/04/2013,0.979945903402783,0.981250315770323,0.130441236753998
09/04/2013,0.981243180081733,0.982674788689764,0.143160860803138
10/04/2013,0.985145682850151,0.987762142460337,0.261645961018597
11/04/2013,0.987732775271944,0.989154907378334,0.142213210638997
12/04/2013,0.985758271236897,0.986881782556402,0.112351131950539
15/04/2013,0.981990178620875,0.982161800801852,0.0171622180976883
16/04/2013,0.982507049512355,0.982569018487604,0.0061968975249127
17/04/2013,0.978817372368998,0.978010844941283,-0.080652742771492
18/04/2013,0.978816898810403,0.977158180220471,-0.16587185899325
19/04/2013,0.983277984599652,0.981252564647056,-0.202541995259542
22/04/2013,0.984842287112776,0.982311960773545,-0.253032633923067
23/04/2013,0.988042682279713,0.98577270817208,-0.226997410763263
24/04/2013,0.992253632606723,0.989514844630571,-0.273878797615246
25/04/2013,0.995571473508757,0.991294450807326,-0.42770227014316
26/04/2013,0.994291124557506,0.99090182672042,-0.338929783708641
29/04/2013,0.996816842353556,0.993586263550354,-0.323057880320254
30/04/2013,0.998076102793294,0.99453082978526,-0.354527300803331
02/05/2013,0.998036798691255,0.994554630389175,-0.348216830208048
03/05/2013,1.00198636669951,0.998202980446139,-0.378338625337282
06/05/2013,1.00233791894228,0.999099736103362,-0.323818283891886
07/05/2013,1.00466691046665,1.00150879506396,-0.315811540268851
08/05/2013,1.0012085727381,1.00403839140565,0.282981866755416
10/05/2013,1.00250938664804,1.00468189387674,0.217250722869933
13/05/2013,1.0000493281393,1.00230563542047,0.225630728116588
14/05/2013,1.00131885930686,1.00430558572073,0.298672641386633
15/05/2013,1.00371581237124,1.00645748390853,0.274167153728588
16/05/2013,1.00296773088822,1.00586248817943,0.28947572912088
21/05/2013,1.00736033933838,1.01005875416833,0.269841482995625
22/05/2013,1.00636370240569,1.00895667119636,0.259296879067383
23/05/2013,0.998773233285381,1.00172922348094,0.29559901955567
24/05/2013,1.00109685165343,1.00074052262104,-0.0356329032384917
28/05/2013,1.00697600295615,1.00709383314519,0.0117830189037438
29/05/2013,1.00253208228991,1.00126161392406,-0.127046836584621
30/05/2013,1.00413957674555,1.00201916081058,-0.212041593497103
31/05/2013,1.0002004539044,0.998047492679395,-0.215296122500952
03/06/2013,0.999641557907037,0.997109200989003,-0.253235691803388
04/06/2013,0.999332545305652,0.996850687090165,-0.248185821548685
05/06/2013,0.994132611450092,0.991632258929871,-0.250035252022129
06/06/2013,0.993677925616066,0.989843251161222,-0.383467445484398
07/06/2013,0.995729390839543,0.992284289362217,-0.344510147732535
10/06/2013,0.996166405311306,0.992265785486289,-0.390061982501688
11/06/2013,0.990962443214958,0.987902432081746,-0.306001113321164
13/06/2013,0.9878330652829,0.985262435684459,-0.25706295984409
14/06/2013,0.988713430531708,0.985295291828902,-0.341813870280538
17/06/2013,0.992063470657986,0.989118227326952,-0.294524333103396
18/06/2013,0.993277987735988,0.989998745778833,-0.327924195715579
19/06/2013,0.990086623749903,0.986271049072877,-0.381557467702687
20/06/2013,0.98056930196696,0.97585811734119,-0.471118462576969
21/06/2013,0.983255140437034,0.974076881502803,-0.917825893423041
24/06/2013,0.978764133760983,0.969296548208587,-0.946758555239624
25/06/2013,0.981292169155653,0.971629234882415,-0.966293427323783
26/06/2013,0.987124256690984,0.97713491261863,-0.998934407235419
27/06/2013,0.989983252313544,0.979014809063174,-1.09684432503707
28/06/2013,0.990664479682832,0.979637491389089,-1.10269882937424
02/07/2013,0.99044638028068,0.979538826572597,-1.09075537080834
03/07/2013,0.985390142793503,0.975765953774791,-0.962418901871243
05/07/2013,0.992171377658244,0.98125804644445,-1.09133312137939
08/07/2013,0.993434119818055,0.982889975334543,-1.05441444835125
09/07/2013,0.99638636075892,0.984846465216247,-1.15398955426733
10/07/2013,0.997028122519068,0.985862270852762,-1.11658516663056
11/07/2013,1.00185164776547,0.991300618669359,-1.05510290961079
12/07/2013,1.00214190479055,0.990527770184703,-1.16141346058439
15/07/2013,1.00308480244833,0.991426555733777,-1.1658246714556
16/07/2013,1.00172021715432,0.99005778402744,-1.1662433126877
17/07/2013,1.00279716764745,0.991513860829494,-1.12833068179533
18/07/2013,1.00482317713079,0.993720085659418,-1.11030914713681
19/07/2013,1.00538482035794,0.993970637335383,-1.14141830225607
22/07/2013,1.00580251798195,0.995015415739448,-1.07871022425056
23/07/2013,1.00886553435424,0.997536673741007,-1.13288606132299
24/07/2013,1.00928930848303,0.998809460166471,-1.04798483165547
25/07/2013,1.00860598061907,0.998194304461845,-1.04116761572233
26/07/2013,1.00826196820361,0.998816246925244,-0.944572127836352
29/07/2013,1.00703494202165,0.997641725773038,-0.939321624860734
30/07/2013,1.00886431352392,0.999179645271248,-0.968466825267345
31/07/2013,1.00873311392055,0.999220524753772,-0.951258916677622
02/08/2013,1.01525903991468,1.00511323146883,-1.01458084458523
05/08/2013,1.01670468948552,1.00502919266097,-1.16754968245465
06/08/2013,1.01172585999151,1.00152062852695,-1.02052314645582
07/08/2013,1.01007431139629,0.999203228469604,-1.08710829266838
08/08/2013,1.00981952350247,1.00125283950921,-0.856668399326166
09/08/2013,1.01135733652035,1.00213720403516,-0.922013248519327
12/08/2013,1.01409628391738,1.00488043358787,-0.921585032951056
13/08/2013,1.01567024550441,1.00769665526084,-0.797359024356159
15/08/2013,1.01295444385256,1.00469024382606,-0.826420002649164
16/08/2013,1.01340492258338,1.0050667270598,-0.833819552358461
19/08/2013,1.00967385971023,1.0023975021551,-0.7276357555136
20/08/2013,1.00619923229684,0.99818660389257,-0.801262840427353
21/08/2013,1.00297670870013,0.995910577184577,-0.706613151554947
22/08/2013,1.00667124528317,0.999300836416648,-0.737040886652485
23/08/2013,1.0068118142415,1.00032839520252,-0.648341903897931
26/08/2013,1.00672369616496,1.00044669059335,-0.62770055716046
27/08/2013,1.00020385098007,0.993983010868772,-0.622084011129387
28/08/2013,0.999077486547618,0.992020304818047,-0.705718172957082
29/08/2013,1.00181057656711,0.994044934081579,-0.776564248553568
30/08/2013,0.999466126925588,0.99208528060721,-0.738084631837732
03/09/2013,1.00486557874926,0.997895279728464,-0.697029902079804
04/09/2013,1.00712689717798,0.99881096173636,-0.831593544162323
05/09/2013,1.00948139838829,1.00141446816507,-0.80669302232208
06/09/2013,1.01068633929857,1.00305255583031,-0.763378346825694
09/09/2013,1.01301503784641,1.00497386914213,-0.804116870427807
10/09/2013,1.01815663373857,1.01015191275463,-0.80047209839369
11/09/2013,1.02026616818075,1.01099928061045,-0.926688757029637
12/09/2013,1.01882302573402,1.0105778855312,-0.824514020281986
13/09/2013,1.02020330508804,1.01101629634731,-0.918700874073042
16/09/2013,1.02302659722229,1.01547732641847,-0.754927080382717
17/09/2013,1.02412862326266,1.01546508972989,-0.866353353277005
18/09/2013,1.02628354453311,1.01785668608178,-0.842685845132074
19/09/2013,1.0295760821777,1.02160634332599,-0.796973885170726
23/09/2013,1.02561466040869,1.01731188506514,-0.830277534355228
24/09/2013,1.02365019894439,1.01665216542779,-0.699803351660311
25/09/2013,1.02433563527405,1.01671248740991,-0.762314786414464
26/09/2013,1.02275060674029,1.01649260778293,-0.625799895736101
27/09/2013,1.02166620361743,1.01628012337656,-0.53860802408765
30/09/2013,1.01694439470603,1.01208198693254,-0.486240777348623
02/10/2013,1.02060654107024,1.01507844134776,-0.55280997224838
03/10/2013,1.01987336812261,1.01447490901497,-0.539845910763836
04/10/2013,1.02168580073408,1.01629229492277,-0.539350581131548
07/10/2013,1.01805199255299,1.01389237539126,-0.415961716173108
08/10/2013,1.01808640070335,1.01252278710909,-0.556361359426649
09/10/2013,1.01658978802716,1.01183390413052,-0.475588389663884
10/10/2013,1.02151955931486,1.01739889148325,-0.412066783160658
11/10/2013,1.02506138815199,1.02017834414065,-0.488304401133965
15/10/2013,1.02767823070821,1.02208117405994,-0.559705664826993
16/10/2013,1.02959457168358,1.02396965870329,-0.562491298028966
17/10/2013,1.02748747717839,1.02389985447574,-0.358762270264879
18/10/2013,1.03169527090273,1.02761889910432,-0.407637179840936
21/10/2013,1.03078467212936,1.02804583031312,-0.273884181624373
22/10/2013,1.02798251111629,1.02906700491705,0.10844938007557
23/10/2013,1.0233770223084,1.02474452715822,0.136750484982318
24/10/2013,1.02301117263867,1.02536752770026,0.235635506158571
25/10/2013,1.02272848953953,1.02495334619844,0.222485665891048
28/10/2013,1.02099438189133,1.02523548216502,0.42411002736813
29/10/2013,1.02394076695689,1.02795447512032,0.401370816343438
30/10/2013,1.02509506401063,1.02970262494891,0.460756093828651
31/10/2013,1.02531424351188,1.02994462528719,0.463038177531128
01/11/2013,1.02492317954117,1.0298712322285,0.494805268732912
04/11/2013,1.02419964102658,1.0305783251708,0.63786841442246
05/11/2013,1.0212783139978,1.02771778851574,0.643947451793792
06/11/2013,1.02292002197999,1.0295690954036,0.664907342361132
07/11/2013,1.01888935868388,1.02560310439783,0.671374571395322
08/11/2013,1.01912484762014,1.02645211919538,0.732727157523305
11/11/2013,1.02263939624631,1.02977039535226,0.713099910595205
12/11/2013,1.02002596670573,1.02724008369054,0.721411698481766
13/11/2013,1.01794022769006,1.02493764641828,0.699741872822068
14/11/2013,1.02225818732173,1.02877457890496,0.651639158323203
15/11/2013,1.02485681422605,1.03214007231179,0.728325808573915
18/11/2013,1.03066451926802,1.03731688259252,0.665236332449926
19/11/2013,1.02866716431962,1.0351335211433,0.646635682368601
20/11/2013,1.02877291095064,1.03473272413532,0.595981318468097
21/11/2013,1.02887224616572,1.03514539129469,0.627314512896793
22/11/2013,1.03132455530571,1.03748010439583,0.615554909011906
25/11/2013,1.0317752910826,1.03816438164095,0.638909055834658
26/11/2013,1.03135010183112,1.03761914952447,0.626904769334446
27/11/2013,1.03388308849863,1.04009619805311,0.621310955447796
29/11/2013,1.03436595025587,1.04077064774303,0.640469748716788
02/12/2013,1.03359435015468,1.04087956259481,0.728521244013591
03/12/2013,1.02830762629168,1.0357733254967,0.74656992050266
04/12/2013,1.02617958648506,1.03305188036372,0.687229387865829
05/12/2013,1.02263299512534,1.03003676384607,0.740376872072535
06/12/2013,1.02670095809285,1.03366434231085,0.696338421799636
09/12/2013,1.02820371262648,1.03496937156124,0.676565893476022
10/12/2013,1.02499795395502,1.03240149701946,0.740354306443902
11/12/2013,1.01995335777398,1.02695486561988,0.700150784589515
12/12/2013,1.01768990451766,1.02448853070044,0.679862618278149
13/12/2013,1.01874391306581,1.02434514898045,0.560123591463912
16/12/2013,1.02145911770959,1.02766553570139,0.620641799179245
