Date;Kanji Price;Hedging Portfolio;Error ;EUROSTOXX;S&P500;Hang Seng
26/03/2013;109.959013954334;109.959013954334;0;0.106711179700224;0.0998570745779049;0.100398122965734
27/03/2013;109.857851155501;109.959013954334;0.101162798832291;0.105553201675118;0.099798323673905;0.101089942051334
28/03/2013;109.868827485533;109.959013954334;0.0901864688004963;0.106020271508615;0.100203172436657;0.100346602371795
02/04/2013;110.158200616177;109.959013954334;-0.199186661843157;0.108273994336286;0.100270864225901;0.100653449604817
03/04/2013;109.839350866486;109.959013954334;0.119663087847357;0.106625923446329;0.0992133947608087;0.100516966611149
05/04/2013;109.313256512998;109.959013954334;0.645757441335505;0.104455030263215;0.0991872191642498;0.0977693598648678
08/04/2013;109.386821878175;109.959013954334;0.572192076158615;0.104615432013237;0.0998123702155409;0.0977295373089955
09/04/2013;109.516655739132;109.959013954334;0.44235821520175;0.104853001386697;0.100166138404285;0.0984148262335997
10/04/2013;110.017416264533;109.959013954334;-0.0584023101994262;0.107539456751985;0.101387076740629;0.0991538066090756
11/04/2013;110.14623541208;109.959013954334;-0.187221457746844;0.10805298694833;0.101747229059239;0.0994539918423828
12/04/2013;109.92009812645;109.959013954334;0.0389158278833719;0.106402085047814;0.101458595904361;0.0993990084188686
15/04/2013;109.475101232472;109.959013954334;0.483912721861898;0.106048147718243;0.0991284682602499;0.0979753191902504
16/04/2013;109.507719960687;109.959013954334;0.451293993646033;0.105425529353402;0.100546721394396;0.0975224442147327
17/04/2013;109.079178069111;109.959013954334;0.879835885222136;0.10317059320086;0.0991061200381786;0.0970618349980557
18/04/2013;108.99317206778;109.959013954334;0.965841886553932;0.103251805159728;0.0984420095495806;0.0968046626889116
19/04/2013;109.385415387225;109.959013954334;0.57359856710832;0.104046139498715;0.0993130148621768;0.0990593521906053
22/04/2013;109.480669772774;109.959013954334;0.478344181559208;0.104387963579432;0.0997759753879771;0.0991979445182709
23/04/2013;109.818361611349;109.959013954334;0.140652342984325;0.10759035603337;0.100815563082582;0.0981280440858526
24/04/2013;110.180904362249;109.959013954334;-0.221890407915069;0.109172977965636;0.10081620228739;0.0998220010989982
25/04/2013;110.348053041054;109.959013954334;-0.389039086720004;0.10926832530067;0.101222968664569;0.100803836646876
26/04/2013;110.301903272257;109.959013954334;-0.342889317923678;0.108420655252846;0.101036504512072;0.101462943409061
29/04/2013;110.561126493884;109.959013954334;-0.602112539550504;0.109792360878294;0.101762554010492;0.101611704503257
30/04/2013;110.646568414396;109.959013954334;-0.687554460062685;0.109574993384145;0.102015423752107;0.102314773394179
02/05/2013;110.639712996903;109.959013954334;-0.680699042569074;0.109853775359072;0.102016702161725;0.102005588312114
03/05/2013;110.99959937927;109.959013954334;-1.04058542493604;0.111663056882299;0.103091414128641;0.102103057331917
06/05/2013;111.081740684462;109.959013954334;-1.12272673012869;0.111131346974358;0.103288089721634;0.103116119877912
07/05/2013;111.315903694031;109.959013954334;-1.35688973969758;0.111881243077809;0.103828314272366;0.103710109598945
08/05/2013;111.562603418033;109.959013954334;-1.60358946369955;0.112509119062549;0.104258068076425;0.104597763180638
10/05/2013;111.616309009125;109.959013954334;-1.65729505479192;0.112534164261618;0.104322563905482;0.104943677117612
13/05/2013;111.380404656387;109.959013954334;-1.42139070205312;0.112216990837267;0.104327038275286;0.103452357222839
14/05/2013;111.574149645201;109.959013954334;-1.61513569086721;0.112953954990503;0.105385139090823;0.103184471233595
15/05/2013;111.78217248775;109.959013954334;-1.82315853341649;0.113517595302019;0.105924093022446;0.103697286575847
16/05/2013;111.716717150584;109.959013954334;-1.75770319625042;0.113401227345909;0.105393440771258;0.10387026112553
