Date;Kanji Price;Hedging Portfolio;Error ;EUROSTOXX;USDEUR;S&P500;HKDEUR;HANG SENG
26/03/2013;110.566370975668;110.566370975668;0;0.00454229835107026;-14.4327923047559;0.00912694548337872;-116.657032123759;0.00516919764479221
27/03/2013;110.332219439665;110.50959266907;0.177373229405504;0.00450531159292123;-14.2795650956455;0.00903463918802178;-116.692970174456;0.00513489900671866
28/03/2013;110.483617356039;110.519633122729;0.0360157666899568;0.00460652199427124;-14.5153104812128;0.00914640843563965;-115.566591707175;0.00512341858597991
02/04/2013;110.569178893953;110.820935801678;0.251756907724996;0.00461541741064806;-14.7171141706943;0.00926883695416719;-118.295284442554;0.00522919665560175
03/04/2013;110.302741220811;110.496711940075;0.193970719264215;0.00451809924754038;-14.1281129332367;0.00899106238447969;-114.60846982791;0.00507213376428863
05/04/2013;109.905219679755;109.944958157397;0.0397384776419756;0.00434765434959336;-13.4770371727916;0.0085757307352423;-105.31487298535;0.00479000000889968
08/04/2013;110.07411085436;110.024203477249;-0.0499073771113814;0.00435172646136994;-13.5918572896706;0.00859600695641249;-108.636550440437;0.0049453977783023
09/04/2013;109.246110498943;110.161756367418;0.915645868474343;0.00437593261739323;-13.3050048809248;0.00837111418413057;-108.045037485252;0.00487680694108175
10/04/2013;109.891420394835;110.655313492683;0.763893097848495;0.00476305556248304;-14.7423828582048;0.00916962533532977;-119.574483256141;0.00536070310178544
11/04/2013;110.214993685858;110.790477567553;0.575483881694879;0.0047921150726238;-14.791336802845;0.00917091612962803;-119.638998974487;0.00534898093896592
12/04/2013;110.0296420376;110.558219464476;0.528577426875543;0.00471393071599307;-14.5682805142171;0.00905648355843401;-117.867398483301;0.00527212292553295
15/04/2013;109.511871579807;110.100550976119;0.588679396311107;0.00443491383693343;-13.2167510300927;0.00840629268797214;-108.113804676548;0.00490339888148619
16/04/2013;109.709058286497;110.125952487458;0.416894200961679;0.00443950241472721;-13.6960541778366;0.00858960607667778;-108.176057373794;0.00493049419961964
17/04/2013;109.208752908828;109.684610051099;0.475857142270641;0.0042184081702479;-12.8692876271341;0.00818625577461451;-103.849484172938;0.00475371595932817
18/04/2013;109.347408057724;109.598437218732;0.251029161007878;0.00418306414089032;-12.4849402300786;0.00799688307317947;-100.162545111198;0.00459757966171838
19/04/2013;109.868229702817;109.992212785928;0.123983083110531;0.00446164772557312;-13.4885767678759;0.00856737136473952;-108.475672247892;0.00486736308124008
22/04/2013;110.200119734725;110.09269527672;-0.107424458004175;0.00453111012941232;-13.909304780669;0.00879786275162421;-113.910913331386;0.00510758862265614
23/04/2013;110.559774763214;110.442112736727;-0.11766202648684;0.00469267894616051;-14.6484373190229;0.00917198626887412;-116.142729902754;0.00526611950133482
24/04/2013;110.963629759684;110.821450448119;-0.142179311564362;0.00485583778233776;-15.0939113992514;0.00945429622624307;-120.342473590032;0.00536453879601535
25/04/2013;111.215072337445;110.995720278207;-0.219352059237806;0.00493817364547574;-15.339013570611;0.00957063200383447;-123.22221874336;0.00544054167373844
26/04/2013;111.120021065535;110.949630363693;-0.17039070184191;0.00491942649424956;-15.2546270004192;0.00953547443412375;-123.931481880489;0.00543618944814573
29/04/2013;111.340140346233;111.218545008737;-0.121595337496018;0.00497063976746606;-15.5872660124852;0.00967477776623034;-127.739492417187;0.00559602222162926
30/04/2013;111.367809984431;111.308412218834;-0.0593977655971543;0.00502968662224262;-16.0207253483919;0.0099202120040226;-130.910440533918;0.00569574130338777
02/05/2013;111.454953877226;111.307065169938;-0.147888707287166;0.00508531993241143;-16.129715555587;0.00998719118144397;-130.721784098915;0.00570484259737372
03/05/2013;111.835382052172;111.673473618439;-0.161908433733473;0.00519467851376703;-16.6239363838765;0.0101894663755074;-133.589100930318;0.00582646888268097
06/05/2013;111.921736756648;111.759317051265;-0.162419705382661;0.00523219599275749;-16.8922960921578;0.0103361201118237;-135.954925217103;0.00587209900746861
07/05/2013;112.185006154378;111.99898581896;-0.18602033541751;0.00529369802298718;-17.144122928164;0.0104361266524435;-138.353408067168;0.00594176462561976
08/05/2013;112.517553154818;112.250840385057;-0.266712769760431;0.00539978283339948;-17.5675122462521;0.0106523025534458;-143.465060194357;0.00611035967660889
10/05/2013;112.226831841685;112.308208241575;0.081376399889848;0.00535033620579019;-17.5947555026436;0.0106600285561609;-144.945421692796;0.00615267587030537
13/05/2013;111.940020599673;112.062995319876;0.122974720203331;0.00535047129137349;-17.4294681918797;0.0105598876007022;-139.610926199589;0.00601213695300623
14/05/2013;112.404392958559;112.260568250975;-0.143824707584457;0.00535558706005131;-17.747804890305;0.0106443326595658;-141.332084644929;0.00610229501428236
15/05/2013;112.456392503293;112.473140231577;0.0167477282840309;0.00542772720502737;-18.0779325104748;0.0107888090178493;-143.541852830967;0.00616764299528702
16/05/2013;112.528080741296;112.410690724444;-0.117390016852255;0.00544412939544556;-17.9308401852311;0.0107557351072619;-143.895159826381;0.00617399793951621
21/05/2013;112.966721097616;112.823511830159;-0.143209267457678;0.00558815875881438;-18.6957928618086;0.0110913431522376;-150.169478638822;0.00636552366643333
22/05/2013;112.849672986297;112.713622067122;-0.136050919175418;0.00553074059274515;-18.4472626462923;0.0110351948553938;-148.522928327992;0.00632448634345425
23/05/2013;112.194877439239;111.973329785785;-0.221547653454124;0.00527976436841744;-17.3974429923777;0.0104320683898353;-137.364294105056;0.00599945453742569
24/05/2013;112.141702085842;111.871621563525;-0.270080522316832;0.00519202119940368;-17.0643882491338;0.0102370107809996;-136.779501531264;0.00598790772918852
28/05/2013;112.648647999093;112.508756875207;-0.139891123886514;0.00542106970142249;-18.2546840177689;0.0108875175630765;-145.197697785002;0.00627405479093049
29/05/2013;112.01061175205;111.908153835501;-0.102457916548516;0.00518782385303568;-17.0701831049547;0.0102486984248038;-135.913414493891;0.00596712544309966
30/05/2013;112.556890360429;111.982273013437;-0.57461734699271;0.00532900319460892;-17.4499311038067;0.0104398958035292;-139.248505871879;0.00613408939152085
31/05/2013;111.779868729014;111.581784955498;-0.198083773515577;0.005063401638731;-16.8340719741497;0.0102146741462114;-134.83848481883;0.00596236863591769
03/06/2013;111.661428568647;111.481262048372;-0.180166520275193;0.00512321889777164;-17.0526054606606;0.0102868005841099;-135.263944801494;0.00601094490754874
04/06/2013;111.757503690003;111.454746020976;-0.302757669026491;0.00503347460872761;-16.8326355204833;0.0102078420965304;-132.048691113896;0.00586507159051062
05/06/2013;111.1057006774;110.921059973075;-0.184640704324991;0.00481457211233469;-15.8114428141373;0.00971907518197675;-124.666522051266;0.00558945010702988
06/06/2013;111.105163784004;110.736737544132;-0.368426239872193;0.00480794339136439;-15.9020900774266;0.00969317953495858;-122.305808445336;0.00554207299273408
07/06/2013;111.27120716284;110.980742625474;-0.290464537365736;0.00487550335370243;-16.4791221510681;0.00991651073232343;-124.460098937795;0.00570954520389026
10/06/2013;111.214256205646;110.975542609079;-0.238713596566257;0.00490127452017785;-16.622929641072;0.0100072909935895;-122.940451590451;0.00562879641548958
11/06/2013;110.714134623441;110.530288779659;-0.183845843781839;0.00465805295838513;-15.650364807434;0.00951474124580147;-116.802138568136;0.00541078670895957
13/06/2013;110.522938438682;110.261179525911;-0.261758912771612;0.0045656257399701;-15.5810856929159;0.00941210297193131;-111.759951381595;0.00529333648914034
14/06/2013;110.559873388302;110.261689517165;-0.298183871137169;0.00453492310359733;-15.3257625100177;0.00931196150929152;-111.495077723854;0.00526028455753736
