Date;Kanji Price;Hedging Portfolio;Error 
20/06/2013;98.2115229703199;97.5343646350692;-0.677158335250624
21/06/2013;98.5737086856628;97.3552386649223;-1.21847002074055
24/06/2013;98.0788843499213;96.8723014399765;-1.20658290994487
25/06/2013;98.3955803413286;97.1073551873774;-1.28822515395116
26/06/2013;98.9939614835498;97.6620147370447;-1.33194674650508
27/06/2013;99.4113736696911;97.852484238287;-1.55888943140414
28/06/2013;99.4877775079546;97.9146226154195;-1.57315489253507
02/07/2013;99.3541091622038;97.9052242617737;-1.44888490043006
03/07/2013;98.9736424977524;97.5264447890527;-1.44719770869965
05/07/2013;99.6102279221979;98.0812941718321;-1.52893375036582
08/07/2013;99.9201932082521;98.2427053636229;-1.67748784462914
09/07/2013;100.429561134381;98.4382316944629;-1.99132943991792
10/07/2013;100.400186345135;98.5441088440091;-1.85607750112622
11/07/2013;100.967170703334;99.1015149198019;-1.86565578353195
12/07/2013;100.690956294047;99.0223855883906;-1.66857070565626
15/07/2013;100.650667374575;99.1111627348808;-1.53950463969453
16/07/2013;100.507053413009;98.9768748267233;-1.5301785862855
17/07/2013;100.383805621504;99.121040989817;-1.26276463168664
18/07/2013;100.491333166769;99.3358277186795;-1.15550544808906
19/07/2013;100.435854302221;99.3605279361989;-1.07532636602208
22/07/2013;100.411494486055;99.4625882006142;-0.948906285440415
23/07/2013;100.651583438836;99.7126308786435;-0.938952560192462
24/07/2013;100.942581729339;99.8369099634451;-1.1056717658936
25/07/2013;100.875866288899;99.7760338833837;-1.09983240551543
26/07/2013;101.053578226851;99.8377810062034;-1.21579722064773
29/07/2013;100.809229053119;99.7189567635921;-1.09027228952687
30/07/2013;100.954736162757;99.873234000016;-1.081502162741
31/07/2013;100.802864383749;99.8763803977517;-0.926483985996896
02/08/2013;101.365190160514;100.464323035599;-0.900867124914981
05/08/2013;101.3966743936;100.45614510083;-0.940529292769824
06/08/2013;101.047441452193;100.107435962305;-0.940005489887952
07/08/2013;100.808702146955;99.8779842744521;-0.930717872502598
08/08/2013;101.105953706648;100.081298627326;-1.0246550793223
09/08/2013;101.185560586539;100.170591443544;-1.01496914299459
12/08/2013;101.590844539858;100.446117913117;-1.14472662674024
13/08/2013;101.896665236558;100.724917993767;-1.17174724279144
15/08/2013;101.602374478303;100.432437494658;-1.16993698364469
16/08/2013;101.845068158639;100.470070571717;-1.3749975869229
19/08/2013;101.555062783579;100.201380923815;-1.35368185976442
20/08/2013;101.152086617796;99.7742965158169;-1.37779010197885
21/08/2013;100.722240243109;99.5462371514943;-1.17600309161428
22/08/2013;101.074575355875;99.8844864018875;-1.19008895398747
23/08/2013;100.889709022165;99.9872252337363;-0.902483788429166
26/08/2013;100.897450921914;99.9996087376344;-0.897842184279099
27/08/2013;100.376810033982;99.367951477061;-1.00885855692151
28/08/2013;100.230799603861;99.1722040343588;-1.0585955695022
29/08/2013;100.442635032064;99.3737296840117;-1.06890534805237
30/08/2013;100.257918726764;99.1762892026355;-1.08162952412881
03/09/2013;100.861268505053;99.7647358492009;-1.0965326558525
04/09/2013;100.991317343331;99.8576377924116;-1.13367955091951
05/09/2013;101.132275315924;100.11716516408;-1.01511015184397
06/09/2013;101.407406320325;100.280294694294;-1.12711162603152
09/09/2013;101.568779054219;100.474329615887;-1.09444943833229
10/09/2013;102.099541284656;100.992032813817;-1.10750847083881
11/09/2013;102.089386187323;101.076555345792;-1.01283084153022
12/09/2013;101.996791210275;101.034075730771;-0.962715479503871
13/09/2013;101.805968411486;101.078130262893;-0.727838148593023
16/09/2013;102.186428541458;101.52128883821;-0.66513970324749
17/09/2013;102.224886789229;101.520309127083;-0.704577662146022
18/09/2013;102.612556899416;101.757534626097;-0.855022273319335
19/09/2013;102.344879408057;102.137622882393;-0.207256525663823
23/09/2013;101.859699163543;101.695594477292;-0.16410468625088
24/09/2013;101.86474905499;101.624187163914;-0.240561891076595
25/09/2013;101.853843590387;101.62997960144;-0.22386398894723
26/09/2013;101.617272791493;101.606812068899;-0.0104607225943028
27/09/2013;101.58038041452;101.584444943901;0.00406452938040047
30/09/2013;100.726225941191;101.141897334954;0.415671393762864
02/10/2013;101.117788580235;101.449383322144;0.331594741908731
03/10/2013;100.950138390133;101.388604418993;0.438466028859366
04/10/2013;101.056111016168;101.574361584277;0.518250568109622
07/10/2013;100.799915799323;101.321853311606;0.521937512282435
08/10/2013;100.675211311815;101.17674823471;0.501536922895198
09/10/2013;100.669153265063;101.105154158825;0.436000893761843
10/10/2013;101.107753586421;101.689871044312;0.582117457890675
11/10/2013;101.518947365357;101.984077815106;0.465130449749239
15/10/2013;101.824668739329;102.181315991984;0.356647252655023
16/10/2013;102.014033663829;102.38442354663;0.370389882800552
17/10/2013;102.010575611558;102.379278516621;0.368702905062506
18/10/2013;102.386187942158;102.769169167037;0.382981224878392
21/10/2013;102.31045350578;102.813404817802;0.502951312021878
22/10/2013;102.414277667643;102.920112542983;0.505834875340099
23/10/2013;101.94682106682;102.480168165405;0.533347098584997
24/10/2013;101.910063303347;102.544655525791;0.634592222444368
25/10/2013;101.864726872568;102.504261145589;0.639534273021255
28/10/2013;101.89257151796;102.53211528089;0.639543762929975
29/10/2013;102.496809213485;102.802327849174;0.305518635689026
30/10/2013;102.676049154774;102.973712418558;0.297663263783448
31/10/2013;102.704519572336;102.999331645208;0.294812072871565
01/11/2013;102.564562571033;102.991334872593;0.42677230155914
04/11/2013;102.554116792012;103.06345206166;0.50933526964883
05/11/2013;102.203730467493;102.777952726217;0.574222258723523
06/11/2013;102.392031251096;102.963109165737;0.571077914640952
07/11/2013;101.99047069462;102.567715902228;0.577245207608087
08/11/2013;102.135720926103;102.652530131415;0.516809205311816
11/11/2013;102.440447361686;102.978784242036;0.5383368803504
12/11/2013;102.191646089793;102.729661134405;0.538015044612479
13/11/2013;101.957030140299;102.50338775797;0.546357617670623
14/11/2013;102.360498770256;102.887697213081;0.527198442824528
15/11/2013;102.690697745198;103.222518686376;0.53182094117804
18/11/2013;103.156572179499;103.739239886374;0.582667706875384
19/11/2013;103.101890940735;103.518598669562;0.416707728827248
20/11/2013;103.045256864227;103.477949685188;0.432692820961122
21/11/2013;103.086493321208;103.519577260933;0.433083939724611
22/11/2013;103.321581981976;103.756934781489;0.435352799513169
25/11/2013;103.043764286239;103.825606468897;0.781842182657684
26/11/2013;102.955939838187;103.769987587377;0.814047749189655
27/11/2013;103.203657118789;104.022276190485;0.818619071696574
29/11/2013;103.240909005261;104.090652115554;0.849743110292906
02/12/2013;103.224316846582;104.102076908284;0.877760061702091
03/12/2013;102.698222654071;103.574193165353;0.875970511282688
04/12/2013;102.488302276843;103.292639070128;0.804336793284349
05/12/2013;102.019960803001;102.98213360111;0.962172798109549
06/12/2013;102.41682974488;103.353638958116;0.936809213235662
09/12/2013;102.495611482552;103.486644096043;0.991032613491114
10/12/2013;102.231183388615;103.222903032029;0.991719643414129
11/12/2013;101.842995911103;102.663736077116;0.820740166013422
12/12/2013;101.687732791075;102.409637928537;0.721905137462258
13/12/2013;101.625450519436;102.394894227179;0.769443707742994
16/12/2013;101.967928866236;102.73516625456;0.767237388324233
17/12/2013;101.415800471387;102.442635855465;1.02683538407769
18/12/2013;101.927949391986;102.961249889688;1.03330049770179
19/12/2013;101.978134175186;103.004517048028;1.02638287284168
20/12/2013;102.210512961233;103.236456312046;1.02594335081308
23/12/2013;102.725975135633;103.532705501044;0.806730365410942
27/12/2013;103.34566733084;104.139431975281;0.79376464444077
30/12/2013;103.352825873307;104.077815592834;0.72498971952669
03/01/2014;102.728034517653;103.533454657021;0.80542013936774
06/01/2014;102.64028951954;103.366795109232;0.726505589692323
07/01/2014;103.014548411044;103.738825875778;0.724277464734186
08/01/2014;103.225684791016;103.935680988204;0.709996197187706
09/01/2014;102.945678698752;103.677555541833;0.73187684308175
10/01/2014;103.133636876565;103.844735678938;0.7110988023733
13/01/2014;102.981091773559;103.694302499622;0.713210726063267
14/01/2014;103.039270351958;103.866753882965;0.827483531006507
15/01/2014;103.493675193748;104.334441851994;0.84076665824621
16/01/2014;103.398541975641;104.261728531462;0.863186555821201
17/01/2014;103.447720423466;104.321135022157;0.873414598690573
21/01/2014;103.423147595649;104.29966959937;0.876522003721263
22/01/2014;103.424296092332;104.337601920194;0.913305827861549
23/01/2014;102.404346501804;103.726844306833;1.32249780502926
24/01/2014;101.420237740554;102.640694040357;1.22045629980305
27/01/2014;101.19318545573;102.17005263493;0.976867179200653
28/01/2014;101.467385539413;102.389739164345;0.922353624931532
29/01/2014;101.60641569426;102.196836773914;0.590421079654064
30/01/2014;101.82145820955;102.396498959248;0.575040749698857
04/02/2014;100.716099313195;101.28294678732;0.566847474125268
05/02/2014;100.97780223109;101.176299126899;0.198496895808361
06/02/2014;101.515389442154;101.701544079843;0.186154637689668
07/02/2014;102.105349113903;102.18757721148;0.0822280975766603
10/02/2014;102.137611029302;102.147591645081;0.00998061577892884
11/02/2014;102.783218730248;102.803637141821;0.0204184115732033
12/02/2014;103.232830622061;103.107953753466;-0.124876868594399
13/02/2014;103.24489388977;103.146459356566;-0.0984345332037009
14/02/2014;103.522947293149;103.43064859575;-0.0922986973994142
18/02/2014;103.917872139015;103.636702886365;-0.281169252649704
19/02/2014;103.867771217202;103.597265432542;-0.270505784659932
20/02/2014;103.784790106513;103.527334699401;-0.257455407112559
21/02/2014;103.890784620307;103.668935460061;-0.22184916024591
24/02/2014;103.996900559597;103.801291140391;-0.195609419205994
25/02/2014;103.7674659995;103.734370820346;-0.0330951791540031
26/02/2014;103.784269724093;103.765540843291;-0.0187288808017314
27/02/2014;104.056962499121;104.040288527831;-0.0166739712897055
28/02/2014;104.212751300142;104.178731150556;-0.0340201495860555
03/03/2014;103.387257066802;103.282796369486;-0.104460697316497
04/03/2014;104.400092922254;104.10725324791;-0.292839674344336
05/03/2014;104.502703151485;104.055173353132;-0.447529798352846
06/03/2014;104.651805531351;104.217648840372;-0.434156690979293
07/03/2014;104.288520027336;103.924470305311;-0.364049722025214
10/03/2014;104.019849162884;103.644268506651;-0.375580656233097
11/03/2014;103.901371378343;103.561184662395;-0.340186715947993
12/03/2014;103.503656944419;103.179274204022;-0.324382740396658
13/03/2014;102.807446147679;102.638278364933;-0.169167782746086
14/03/2014;102.585819310386;102.379132964972;-0.206686345413971
17/03/2014;102.949239440711;102.73025463147;-0.218984809241419
18/03/2014;103.291121152307;103.052378565637;-0.23874258667027
19/03/2014;103.062726835641;102.956281454625;-0.106445381016258
20/03/2014;102.97707544483;102.882481408421;-0.0945940364084379
21/03/2014;103.131184630037;103.03832064557;-0.0928639844673569
24/03/2014;102.99049711031;102.985322193838;-0.00517491647255497
25/03/2014;103.209055046651;103.202996831299;-0.00605821535214091
26/03/2014;103.325368704876;103.35611632618;0.0307476213042435
27/03/2014;103.28474770582;103.316349299387;0.0316015935676148
28/03/2014;104.306521050036;103.720550602721;-0.585970447314793
31/03/2014;104.468795061874;103.847719075323;-0.621075986551119
01/04/2014;104.834881198831;104.279303486835;-0.555577711995966
02/04/2014;104.983632425602;104.383554971466;-0.600077454135885
03/04/2014;105.024334239736;104.496655175008;-0.527679064728105
04/04/2014;104.89944875785;104.380120016325;-0.519328741524319
07/04/2014;104.377620789768;103.884323123108;-0.493297666660396
08/04/2014;104.590513700283;104.041709569027;-0.548804131255707
09/04/2014;104.529653177948;104.397117436918;-0.13253574103021
10/04/2014;104.270375736759;104.115913585833;-0.154462150926108
11/04/2014;103.841793590487;103.667996434783;-0.173797155704335
14/04/2014;104.113619364372;103.895967383822;-0.217651980549348
15/04/2014;103.797943239572;103.576060227083;-0.221883012488362
16/04/2014;104.245873126872;104.001284161253;-0.244588965618362
17/04/2014;104.43716690235;104.150901930974;-0.286264971375857
22/04/2014;104.780278101022;104.495987209009;-0.284290892012422
23/04/2014;104.608860604995;104.202033112209;-0.406827492786917
24/04/2014;104.690797173893;104.337020566797;-0.353776607096407
25/04/2014;103.879480860957;103.778099619876;-0.101381241081242
28/04/2014;104.08646809801;103.872336177466;-0.214131920543451
29/04/2014;104.584971640075;104.377150982422;-0.207820657652846
30/04/2014;104.417061096721;104.173548903579;-0.243512193141385
02/05/2014;104.368511187165;104.126658350736;-0.241852836428791
05/05/2014;103.836413486787;103.947492102943;0.111078616156078
07/05/2014;103.576575120361;103.687404487923;0.110829367561976
08/05/2014;103.75379671265;103.961265559589;0.207468846938866
09/05/2014;103.64175837448;103.898294628089;0.256536253608601
12/05/2014;104.189459390927;104.441560647416;0.252101256488899
13/05/2014;104.245239723382;104.537302169926;0.292062446543383
14/05/2014;104.285054962043;104.60283250824;0.317777546196922
15/05/2014;103.964652859865;104.282202008553;0.317549148687817
16/05/2014;104.080876727425;104.388877580976;0.308000853550453
19/05/2014;104.119234126583;104.436797300632;0.3175631740489
20/05/2014;104.069048475115;104.380529500833;0.311481025718351
21/05/2014;104.336394360393;104.649886740826;0.313492380433175
22/05/2014;104.468890651706;104.774101470267;0.305210818560681
23/05/2014;104.637551139703;104.945627540364;0.308076400660937
27/05/2014;104.87338923638;105.26981837949;0.396429143109842
28/05/2014;104.971348622463;105.353334362822;0.3819857403588
30/05/2014;105.082285541862;105.48035659523;0.398071053367545
03/06/2014;105.209841969313;105.611192862763;0.401350893450854
04/06/2014;104.989992942303;105.538429685673;0.548436743369834
05/06/2014;105.130892363866;105.799030810857;0.668138446990881
06/06/2014;105.274924395432;105.937113447843;0.662189052411762
10/06/2014;105.655551074529;106.32016204772;0.664610973191159
11/06/2014;105.402221385482;106.070751629635;0.668530244153004
12/06/2014;105.07212312469;105.854314697096;0.782191572406546
13/06/2014;105.231074491381;106.007091635492;0.776017144111634
16/06/2014;105.080984054783;105.889880412083;0.808896357300171
17/06/2014;105.195029652002;105.947044727367;0.752015075365208
18/06/2014;105.331098749573;106.106075053001;0.774976303427977
19/06/2014;105.539954996421;106.33288830405;0.792933307629269
20/06/2014;105.508568277916;106.315025250337;0.806456972420563
23/06/2014;105.113607657068;105.922911335648;0.809303678579724
24/06/2014;105.086434332284;105.866419140191;0.77998480790734
25/06/2014;104.981511020692;105.764796248161;0.783285227468596
26/06/2014;105.077578114453;105.865237377541;0.787659263087818
27/06/2014;105.094810180792;105.890618833884;0.795808653091825
30/06/2014;104.976605094668;105.866624970229;0.890019875561734
02/07/2014;105.518372655954;106.410055759365;0.891683103411083
03/07/2014;105.845298957651;106.730031598644;0.884732640993178
07/07/2014;105.512785296516;106.315652803416;0.802867506899673
08/07/2014;105.099077384997;105.907275241975;0.808197856977543
09/07/2014;105.069970743764;105.852825740234;0.782854996470277
10/07/2014;104.733726207417;105.514412140002;0.780685932585357
11/07/2014;104.813218143288;105.578980846108;0.765762702820453
14/07/2014;105.102615603776;105.920020678002;0.81740507422569
15/07/2014;104.738019987797;105.777368774113;1.03934878631564
16/07/2014;105.133173044187;106.191983805197;1.05881076100952
17/07/2014;104.631659570853;105.69433835425;1.06267878339712
18/07/2014;104.817052772657;105.886633128724;1.06958035606677
21/07/2014;104.670858331858;105.63757885435;0.966720522491585
22/07/2014;105.339241051601;106.318332680938;0.979091629336907
23/07/2014;105.560608671252;106.513325849726;0.952717178474543
24/07/2014;105.852157024272;106.804911509194;0.952754484921613
25/07/2014;105.779335800468;106.497478982023;0.718143181554666
28/07/2014;105.913552101692;106.636878975321;0.723326873629773
29/07/2014;106.087616270069;106.813651947998;0.726035677928778
30/07/2014;105.954557805852;106.755534845535;0.800977039682735
31/07/2014;105.049039991179;106.053620161484;1.00458017030549
04/08/2014;104.794484590497;105.764173170179;0.969688579681403
05/08/2014;104.654656687747;105.623695934565;0.96903924681861
06/08/2014;104.452581004976;105.453872308256;1.00129130327939
07/08/2014;103.988956711008;104.995872584305;1.00691587329619
08/08/2014;104.150643706474;105.140857136661;0.99021343018731
11/08/2014;104.65476967846;105.648686820843;0.993917142382941
12/08/2014;104.689426560077;105.511129521454;0.821702961376275
13/08/2014;105.095011128578;105.972129993223;0.877118864645198
14/08/2014;105.155912239053;106.009017142484;0.853104903431088
15/08/2014;105.117899871268;105.973164967233;0.855265095965493
18/08/2014;105.351140207667;106.37891833414;1.02777812647264
19/08/2014;105.689835801689;106.705243640332;1.01540783864318
20/08/2014;105.729950989809;106.738568215636;1.00861722582765
21/08/2014;106.106003629117;106.927301539217;0.821297910100725
22/08/2014;105.986559834136;106.817549890192;0.830990056056336
25/08/2014;106.53203788923;107.359051235199;0.827013345969576
26/08/2014;106.703478788872;107.510598205193;0.807119416321171
27/08/2014;106.627158926859;107.383579230326;0.756420303466811
28/08/2014;106.287375423456;107.042301574578;0.754926151121964
29/08/2014;106.421857838761;107.16262286419;0.740765025428743
02/09/2014;106.362111185987;107.208169570518;0.846058384531517
03/09/2014;106.98733854019;107.832966125569;0.845627585378509
04/09/2014;107.325385734798;108.142589766678;0.817204031879882
05/09/2014;107.381944787444;108.194508657114;0.812563869670228
08/09/2014;107.226958701908;108.051708460482;0.824749758573859
10/09/2014;106.67543418428;107.506152284964;0.830718100683768
11/09/2014;106.557730500173;107.457718670152;0.899988169979707
12/09/2014;106.37384940697;107.276384601282;0.902535194311838
15/09/2014;106.175319950515;107.074919575516;0.899599625001215
16/09/2014;106.115174382147;107.010076351326;0.894901969179074
17/09/2014;106.431890964378;107.303064035204;0.87117307082633
18/09/2014;106.590693756864;107.458611628061;0.867917871196724
19/09/2014;106.693702437315;107.56121714011;0.867514702795049
22/09/2014;106.230644085941;107.055727201768;0.825083115826985
23/09/2014;105.939524118434;106.586193631508;0.646669513074087
24/09/2014;106.417162296084;106.996975976357;0.579813680272608
25/09/2014;105.763134639998;106.370252786572;0.607118146574379
26/09/2014;106.040308352315;106.563104435085;0.522796082769943
29/09/2014;104.95837352692;106.06248553006;1.10411200313999
30/09/2014;104.932060987612;106.038105273284;1.10604428567173
03/10/2014;104.433519708683;105.601671506447;1.16815179776393
06/10/2014;104.592009469628;105.76028741882;1.16827794919222
07/10/2014;104.386767988456;105.26796652116;0.881198532703593
08/10/2014;104.477271796927;105.317082659117;0.839810862189381
09/10/2014;104.218914625476;105.075115267859;0.856200642383044
10/10/2014;103.509408064902;104.348338145525;0.838930080622333
13/10/2014;103.319692551954;104.154183502583;0.834490950629316
14/10/2014;103.3077809823;104.139611570709;0.831830588408948
15/10/2014;102.668416729316;103.531344333686;0.862927604370086
16/10/2014;102.556564394042;103.313260830216;0.756696436173968
17/10/2014;103.254350502053;104.000707446636;0.746356944583084
20/10/2014;103.380207247401;103.998999000187;0.618791752785896
21/10/2014;103.926382927706;104.630995590011;0.704612662305109
22/10/2014;104.245349930588;104.78967404967;0.544324119081239
23/10/2014;104.57946176312;105.132454882706;0.552993119585977
24/10/2014;104.62758154203;105.163537640967;0.535956098937334
27/10/2014;104.346383726913;104.886926530929;0.540542804016837
28/10/2014;105.014537289938;105.497761676902;0.483224386963812
29/10/2014;105.190335428366;105.585976981321;0.395641552955141
30/10/2014;105.233396779038;105.694589631024;0.461192851985857
31/10/2014;106.020689540398;106.482764028756;0.462074488358013
03/11/2014;105.981956668374;106.26904418965;0.287087521275325
04/11/2014;105.64240627364;105.927229697942;0.284823424301663
05/11/2014;105.939428078797;106.236997340492;0.297569261695202
06/11/2014;106.042663240934;106.333847293238;0.291184052304217
07/11/2014;105.7606043203;106.087480337618;0.326876017317673
10/11/2014;106.100714169631;106.419992743429;0.319278573798101
11/11/2014;106.022191016505;106.527388792789;0.505197776283822
12/11/2014;105.78996599601;106.29567552906;0.505709533049995
13/11/2014;105.906283234836;106.407974988526;0.501691753690579
14/11/2014;105.951069815548;106.473394884146;0.522325068598136
17/11/2014;106.096910342188;106.442419501415;0.345509159227547
18/11/2014;106.214357651381;106.562698742632;0.348341091251314
19/11/2014;106.102779327666;106.456582749131;0.353803421465059
20/11/2014;106.014222985669;106.369509331837;0.355286346167546
21/11/2014;106.304485046554;107.01015645908;0.705671412526215
24/11/2014;106.782545886964;107.442770735297;0.660224848333314
25/11/2014;106.837432699113;107.470517380964;0.63308468185086
26/11/2014;107.316453558065;107.692621402961;0.376167844896699
28/11/2014;107.332540893933;107.706327827036;0.37378693310302
01/12/2014;106.722652276464;107.092939581894;0.370287305429429
02/12/2014;107.071557330357;107.420944082738;0.349386752380923
03/12/2014;107.063575107397;107.402171252064;0.338596144667022
04/12/2014;106.991978176539;107.334377739564;0.342399563025154
05/12/2014;107.591036078945;107.933366588285;0.342330509339448
08/12/2014;107.339031483715;107.670488293812;0.33145681009718
09/12/2014;106.494828160423;106.859078916994;0.364250756571124
10/12/2014;106.249863749046;106.526000052798;0.276136303752793
11/12/2014;106.260554696847;106.522922419305;0.262367722457981
12/12/2014;105.463482576569;105.721636044725;0.258153468156465
15/12/2014;104.905003727485;105.053209212672;0.148205485186452
16/12/2014;104.971172252904;105.049633384842;0.0784611319378286
17/12/2014;105.262093326976;105.342770742136;0.0806774151603236
18/12/2014;106.490153465309;106.400471703457;-0.0896817618513097
19/12/2014;106.858462567635;106.590507947429;-0.267954620206638
22/12/2014;107.159286941792;106.906311926057;-0.252975015735089
23/12/2014;107.300979463595;107.092530475492;-0.208448988103186
29/12/2014;107.602530976332;107.406743910523;-0.195787065809697
30/12/2014;106.660584864029;106.901948381028;0.241363516998646
05/01/2015;105.747248527766;105.950727288163;0.203478760397061
06/01/2015;105.500006955189;105.589850559585;0.0898436043964068
07/01/2015;106.092417745361;105.989880225276;-0.102537520085704
08/01/2015;107.028939698476;106.92678522845;-0.10215447002625
09/01/2015;106.597684765213;106.359093219628;-0.238591545584626
12/01/2015;106.767553437416;106.495386753654;-0.272166683761611
13/01/2015;106.988387091567;106.816318298903;-0.172068792663865
14/01/2015;106.603553089429;106.433942529568;-0.169610559860686
15/01/2015;106.988132353212;106.765687578568;-0.222444774643535
16/01/2015;107.244291759395;107.078178260853;-0.166113498541961
20/01/2015;107.397548407923;107.24086569149;-0.156682716432613
21/01/2015;107.785253549579;107.694531580741;-0.0907219688379826
22/01/2015;108.285164477492;108.347033940582;0.0618694630903178
23/01/2015;108.693829953087;108.765591664113;0.0717617110259425
26/01/2015;108.957837758276;109.019508647026;0.0616708887498731
27/01/2015;108.42596092461;108.49557233007;0.0696114054598667
28/01/2015;108.142319409709;108.221165412546;0.0788460028367979
29/01/2015;108.214004284744;108.296044177395;0.0820398926512382
30/01/2015;107.773495356598;107.91279124951;0.139295892912358
02/02/2015;108.105161830535;108.221950281817;0.116788451281863
03/02/2015;108.943182419629;108.749092689078;-0.194089730550459
04/02/2015;108.901597333928;108.761097640674;-0.140499693253119
05/02/2015;109.097684044525;108.968292695738;-0.129391348787081
06/02/2015;108.905067161546;108.796907497802;-0.108159663744033
09/02/2015;108.417876537794;108.353079884072;-0.0647966537215865
10/02/2015;108.829212617391;108.739497491978;-0.0897151254123116
11/02/2015;108.65343983634;108.563369773829;-0.0900700625107476
12/02/2015;109.121005858256;109.037801788971;-0.0832040692851024
13/02/2015;109.599593522539;109.437108622794;-0.16248489974457
17/02/2015;109.656192655474;109.488390225465;-0.167802430009033
18/02/2015;109.828761029281;109.663072899152;-0.165688130128842
23/02/2015;110.221317997905;110.056873426718;-0.164444571187119
24/02/2015;110.216848168844;110.207583361869;-0.00926480697550858
25/02/2015;110.190701961891;110.18502722874;-0.00567473315054201
26/02/2015;110.416636642519;110.417009227532;0.000372585013394655
27/02/2015;110.439801744606;110.443435588917;0.0036338443112669
02/03/2015;110.368865148092;110.560268268344;0.191403120252971
03/03/2015;109.920506924608;110.132836156093;0.212329231485242
04/03/2015;109.894156244085;110.088182995887;0.194026751801587
05/03/2015;109.971049998636;110.13011810021;0.159068101574434
06/03/2015;109.681634770376;109.842599762226;0.160964991849767
09/03/2015;109.6521820639;109.854322690323;0.202140626422889
10/03/2015;108.953508933235;109.165835342952;0.212326409716468
11/03/2015;109.302435012585;109.462658250364;0.160223237779462
12/03/2015;109.786566890287;109.703232319295;-0.0833345709916529
13/03/2015;109.740604795581;109.688866295884;-0.0517384996966115
16/03/2015;110.340589360632;110.296659207719;-0.043930152912921
17/03/2015;110.003052631459;110.017670415461;0.0146177840024393
18/03/2015;110.348263583991;110.370934824674;0.0226712406821576
19/03/2015;110.494577269773;110.513146402184;0.0185691324114856
20/03/2015;110.82782472153;110.934045324281;0.106220602750966
23/03/2015;110.647738735104;110.830356113623;0.182617378518401
24/03/2015;110.69479799475;110.82964828354;0.13485028879002
